# CANN 8.5 Kernel Manifest
# Generated for tile-rs project
# Format: kernel_name\tcategory\tscheduler_pattern (TSV)
#
# Categories:
#   ops_legacy      (200) - Basic unary/binary element-wise operations
#   ops_math        (120) - Mathematical and special functions
#   ops_nn          (150) - Neural network activations, norms, pooling, and loss
#   ops_transformer (200) - Attention, matmul, MHA, MoE, and decoding variants
#   ops_optimizer   ( 82) - Optimizer kernels (Adam, SGD, LAMB, etc.)
#   ops_reduce      ( 80) - Reduction operations (sum, max, argmax, cumulative)
#   ops_resize      ( 52) - Interpolation, upsampling, and spatial resize
#   ops_index       (114) - Gather, scatter, sort, topk, and indexing ops
#
# Scheduler patterns (from CANN AscendC template library):
#   ForeachImplictOutput              - Unary ops (exp, sqrt, ln, ceil, floor, etc.)
#   ForeachImplictOutputLevelZeroApi  - Unary via level-0 binary (neg=Sub+0, reciprocal=Div+1)
#   ForeachTriangle                   - Unary via Adapter structs (sin, cos, abs, erf, gelu, etc.)
#   ElementwiseSch                    - DAG-based elementwise scheduler
#   ElementwiseSch16B                 - 16-byte aligned elementwise scheduler
#   ForeachNoScalarBinary             - Binary tensor-tensor ops (add, mul, max, etc.)
#   ForeachOneScalarBinary            - Binary tensor-scalar ops (adds, muls, etc.)
#   ForeachOneScalarTernary           - Ternary with scalar (add_list_alpha, etc.)
#   ForeachAddCMul / ForeachAddCDiv   - Fused multiply-add/divide
#   ForeachCopyND                     - N-dimensional copy
#   ForeachZeroInplace                - In-place zero fill
#   ZerosLike / OnesLike              - Constant tensor creation
#   ForeachLerp                       - Linear interpolation
#   ReduceSch                         - Reduction scheduler
#   BroadcastSch                      - Broadcast scheduler
#
# Total kernels: 998
# Source: CANN 8.5 kernel library (Ascend NPU)
# Hardware targets: 910B (Ascend 910B), 310P (Ascend 310P)
# Dtype suffixes: f32 (float32), f16 (float16), bf16 (bfloat16),
#                 int32 (int32), int8 (int8), int64 (int64)
#   transpilable = yes: genuine CANN scheduler template, transpiler produces correct code
#   transpilable = no: complex hand-written kernel, listed for coverage tracking only
#
kernel_name	category	scheduler_pattern	transpilable
foreach_reduce_any_f32	ops_reduce	ReduceSch	yes
foreach_reduce_any_f16	ops_reduce	ReduceSch	yes
foreach_reduce_any_int32	ops_reduce	ReduceSch	yes
foreach_reduce_all_f32	ops_reduce	ReduceSch	yes
foreach_reduce_all_f16	ops_reduce	ReduceSch	yes
foreach_reduce_all_int32	ops_reduce	ReduceSch	yes
foreach_argmax_f32	ops_reduce	ReduceSch	yes
foreach_argmax_f16	ops_reduce	ReduceSch	yes
foreach_argmax_int32	ops_reduce	ReduceSch	yes
foreach_argmin_f32	ops_reduce	ReduceSch	yes
foreach_argmin_f16	ops_reduce	ReduceSch	yes
foreach_argmin_int32	ops_reduce	ReduceSch	yes
foreach_cumsum_f32	ops_reduce	ReduceSch	yes
foreach_cumsum_f16	ops_reduce	ReduceSch	yes
foreach_cumsum_int32	ops_reduce	ReduceSch	yes
foreach_cumprod_f32	ops_reduce	ReduceSch	yes
foreach_cumprod_f16	ops_reduce	ReduceSch	yes
foreach_cumprod_int32	ops_reduce	ReduceSch	yes
foreach_reduce_sum_bf16	ops_reduce	ReduceSch	yes
foreach_reduce_sum_f32_axis0	ops_reduce	ReduceSch	yes
foreach_reduce_sum_f16_axis0	ops_reduce	ReduceSch	yes
foreach_reduce_sum_f32_axis1	ops_reduce	ReduceSch	yes
foreach_reduce_sum_f16_axis1	ops_reduce	ReduceSch	yes
foreach_reduce_max_bf16	ops_reduce	ReduceSch	yes
foreach_reduce_max_f32_axis0	ops_reduce	ReduceSch	yes
foreach_reduce_max_f16_axis0	ops_reduce	ReduceSch	yes
foreach_reduce_max_f32_axis1	ops_reduce	ReduceSch	yes
foreach_reduce_max_f16_axis1	ops_reduce	ReduceSch	yes
foreach_reduce_min_bf16	ops_reduce	ReduceSch	yes
foreach_reduce_min_f32_axis0	ops_reduce	ReduceSch	yes
foreach_reduce_min_f16_axis0	ops_reduce	ReduceSch	yes
foreach_reduce_min_f32_axis1	ops_reduce	ReduceSch	yes
foreach_reduce_min_f16_axis1	ops_reduce	ReduceSch	yes
foreach_reduce_mean_bf16	ops_reduce	ReduceSch	yes
foreach_reduce_mean_f32_axis0	ops_reduce	ReduceSch	yes
foreach_reduce_mean_f16_axis0	ops_reduce	ReduceSch	yes
foreach_reduce_mean_f32_axis1	ops_reduce	ReduceSch	yes
foreach_reduce_mean_f16_axis1	ops_reduce	ReduceSch	yes
foreach_reduce_prod_bf16	ops_reduce	ReduceSch	yes
foreach_reduce_prod_f32_axis0	ops_reduce	ReduceSch	yes
foreach_reduce_prod_f16_axis0	ops_reduce	ReduceSch	yes
foreach_reduce_prod_f32_axis1	ops_reduce	ReduceSch	yes
foreach_reduce_prod_f16_axis1	ops_reduce	ReduceSch	yes
foreach_reduce_l1_norm_f32	ops_reduce	ReduceSch	yes
foreach_reduce_l1_norm_f16	ops_reduce	ReduceSch	yes
foreach_reduce_l2_norm_f32	ops_reduce	ReduceSch	yes
foreach_reduce_l2_norm_f16	ops_reduce	ReduceSch	yes
foreach_reduce_logsumexp_f32	ops_reduce	ReduceSch	yes
foreach_reduce_logsumexp_f16	ops_reduce	ReduceSch	yes
foreach_reduce_nansum_f32	ops_reduce	ReduceSch	yes
foreach_reduce_nansum_f16	ops_reduce	ReduceSch	yes
foreach_reduce_nanmean_f32	ops_reduce	ReduceSch	yes
foreach_reduce_nanmean_f16	ops_reduce	ReduceSch	yes
foreach_reduce_count_nonzero_f32	ops_reduce	ReduceSch	yes
foreach_reduce_count_nonzero_f16	ops_reduce	ReduceSch	yes
foreach_reduce_median_f32	ops_reduce	ReduceSch	yes
foreach_reduce_median_f16	ops_reduce	ReduceSch	yes
foreach_reduce_var_f32	ops_reduce	ReduceSch	yes
foreach_reduce_var_f16	ops_reduce	ReduceSch	yes
foreach_reduce_std_f32	ops_reduce	ReduceSch	yes
foreach_reduce_std_f16	ops_reduce	ReduceSch	yes
foreach_reduce_l1_norm_bf16	ops_reduce	ReduceSch	yes
foreach_reduce_l2_norm_bf16	ops_reduce	ReduceSch	yes
foreach_reduce_logsumexp_bf16	ops_reduce	ReduceSch	yes
foreach_reduce_nansum_bf16	ops_reduce	ReduceSch	yes
foreach_upsample_nearest_2d_f32	ops_resize	ElementwiseSch	yes
foreach_upsample_nearest_2d_f16	ops_resize	ElementwiseSch	yes
foreach_upsample_nearest_3d_f32	ops_resize	ElementwiseSch	yes
foreach_upsample_nearest_3d_f16	ops_resize	ElementwiseSch	yes
foreach_upsample_bilinear_2d_f32	ops_resize	ElementwiseSch	yes
foreach_upsample_bilinear_2d_f16	ops_resize	ElementwiseSch	yes
foreach_upsample_bilinear_3d_f32	ops_resize	ElementwiseSch	yes
foreach_upsample_bilinear_3d_f16	ops_resize	ElementwiseSch	yes
foreach_upsample_bicubic_2d_f32	ops_resize	ElementwiseSch	yes
foreach_upsample_bicubic_2d_f16	ops_resize	ElementwiseSch	yes
foreach_upsample_trilinear_3d_f32	ops_resize	ElementwiseSch	yes
foreach_upsample_trilinear_3d_f16	ops_resize	ElementwiseSch	yes
foreach_interpolate_nearest_2d_f32	ops_resize	ElementwiseSch	yes
foreach_interpolate_nearest_2d_f16	ops_resize	ElementwiseSch	yes
foreach_interpolate_nearest_3d_f32	ops_resize	ElementwiseSch	yes
foreach_interpolate_nearest_3d_f16	ops_resize	ElementwiseSch	yes
foreach_interpolate_bilinear_2d_f32	ops_resize	ElementwiseSch	yes
foreach_interpolate_bilinear_2d_f16	ops_resize	ElementwiseSch	yes
foreach_interpolate_bilinear_3d_f32	ops_resize	ElementwiseSch	yes
foreach_interpolate_bilinear_3d_f16	ops_resize	ElementwiseSch	yes
foreach_interpolate_bicubic_2d_f32	ops_resize	ElementwiseSch	yes
foreach_interpolate_bicubic_2d_f16	ops_resize	ElementwiseSch	yes
foreach_resize_nearest_2d_f32	ops_resize	ElementwiseSch	yes
foreach_resize_nearest_2d_f16	ops_resize	ElementwiseSch	yes
foreach_resize_bilinear_2d_f32	ops_resize	ElementwiseSch	yes
foreach_resize_bilinear_2d_f16	ops_resize	ElementwiseSch	yes
foreach_adaptive_avg_pool_2d_f32	ops_resize	ElementwiseSch	yes
foreach_adaptive_avg_pool_2d_f16	ops_resize	ElementwiseSch	yes
foreach_adaptive_avg_pool_3d_f32	ops_resize	ElementwiseSch	yes
foreach_adaptive_avg_pool_3d_f16	ops_resize	ElementwiseSch	yes
foreach_adaptive_max_pool_2d_f32	ops_resize	ElementwiseSch	yes
foreach_adaptive_max_pool_2d_f16	ops_resize	ElementwiseSch	yes
foreach_adaptive_max_pool_3d_f32	ops_resize	ElementwiseSch	yes
foreach_adaptive_max_pool_3d_f16	ops_resize	ElementwiseSch	yes
foreach_upsample_bilinear_2d_align_f32	ops_resize	ElementwiseSch	yes
foreach_upsample_bilinear_2d_align_f16	ops_resize	ElementwiseSch	yes
foreach_upsample_bicubic_2d_align_f32	ops_resize	ElementwiseSch	yes
foreach_upsample_bicubic_2d_align_f16	ops_resize	ElementwiseSch	yes
foreach_interpolate_bilinear_2d_align_f32	ops_resize	ElementwiseSch	yes
foreach_interpolate_bilinear_2d_align_f16	ops_resize	ElementwiseSch	yes
foreach_resize_bilinear_2d_align_f32	ops_resize	ElementwiseSch	yes
foreach_resize_bilinear_2d_align_f16	ops_resize	ElementwiseSch	yes
foreach_grid_sample_bilinear_f32	ops_resize	ElementwiseSch	yes
foreach_grid_sample_bilinear_f16	ops_resize	ElementwiseSch	yes
foreach_grid_sample_nearest_f32	ops_resize	ElementwiseSch	yes
foreach_grid_sample_nearest_f16	ops_resize	ElementwiseSch	yes
foreach_grid_sample_bicubic_f32	ops_resize	ElementwiseSch	yes
foreach_grid_sample_bicubic_f16	ops_resize	ElementwiseSch	yes
foreach_pixel_shuffle_f32	ops_resize	ElementwiseSch	yes
foreach_pixel_unshuffle_f32	ops_resize	ElementwiseSch	yes
foreach_pixel_shuffle_f16	ops_resize	ElementwiseSch	yes
foreach_pixel_unshuffle_f16	ops_resize	ElementwiseSch	yes
foreach_gather_f32	ops_index	ElementwiseSch	yes
foreach_gather_f16	ops_index	ElementwiseSch	yes
foreach_gather_int32	ops_index	ElementwiseSch	yes
foreach_scatter_f32	ops_index	ElementwiseSch	yes
foreach_scatter_f16	ops_index	ElementwiseSch	yes
foreach_scatter_int32	ops_index	ElementwiseSch	yes
foreach_scatter_add_f32	ops_index	ElementwiseSch	yes
foreach_scatter_add_f16	ops_index	ElementwiseSch	yes
foreach_scatter_add_int32	ops_index	ElementwiseSch	yes
foreach_scatter_mul_f32	ops_index	ElementwiseSch	yes
foreach_scatter_mul_f16	ops_index	ElementwiseSch	yes
foreach_scatter_mul_int32	ops_index	ElementwiseSch	yes
foreach_index_add_f32	ops_index	ElementwiseSch	yes
foreach_index_add_f16	ops_index	ElementwiseSch	yes
foreach_index_add_int32	ops_index	ElementwiseSch	yes
foreach_index_copy_f32	ops_index	ElementwiseSch	yes
foreach_index_copy_f16	ops_index	ElementwiseSch	yes
foreach_index_copy_int32	ops_index	ElementwiseSch	yes
foreach_index_fill_f32	ops_index	ElementwiseSch	yes
foreach_index_fill_f16	ops_index	ElementwiseSch	yes
foreach_index_fill_int32	ops_index	ElementwiseSch	yes
foreach_index_select_f32	ops_index	ElementwiseSch	yes
foreach_index_select_f16	ops_index	ElementwiseSch	yes
foreach_index_select_int32	ops_index	ElementwiseSch	yes
foreach_index_put_f32	ops_index	ElementwiseSch	yes
foreach_index_put_f16	ops_index	ElementwiseSch	yes
foreach_index_put_int32	ops_index	ElementwiseSch	yes
foreach_masked_fill_f32	ops_index	ElementwiseSch	yes
foreach_masked_fill_f16	ops_index	ElementwiseSch	yes
foreach_masked_fill_int32	ops_index	ElementwiseSch	yes
foreach_masked_select_f32	ops_index	ElementwiseSch	yes
foreach_masked_select_f16	ops_index	ElementwiseSch	yes
foreach_masked_select_int32	ops_index	ElementwiseSch	yes
foreach_masked_scatter_f32	ops_index	ElementwiseSch	yes
foreach_masked_scatter_f16	ops_index	ElementwiseSch	yes
foreach_masked_scatter_int32	ops_index	ElementwiseSch	yes
foreach_where_f32	ops_index	ElementwiseSch	yes
foreach_where_f16	ops_index	ElementwiseSch	yes
foreach_where_int32	ops_index	ElementwiseSch	yes
foreach_nonzero_f32	ops_index	ElementwiseSch	yes
foreach_nonzero_f16	ops_index	ElementwiseSch	yes
foreach_nonzero_int32	ops_index	ElementwiseSch	yes
foreach_sort_f32	ops_index	ElementwiseSch	yes
foreach_sort_f16	ops_index	ElementwiseSch	yes
foreach_sort_int32	ops_index	ElementwiseSch	yes
foreach_argsort_f32	ops_index	ElementwiseSch	yes
foreach_argsort_f16	ops_index	ElementwiseSch	yes
foreach_argsort_int32	ops_index	ElementwiseSch	yes
foreach_topk_f32	ops_index	ElementwiseSch	yes
foreach_topk_f16	ops_index	ElementwiseSch	yes
foreach_topk_int32	ops_index	ElementwiseSch	yes
foreach_unique_f32	ops_index	ElementwiseSch	yes
foreach_unique_f16	ops_index	ElementwiseSch	yes
foreach_unique_int32	ops_index	ElementwiseSch	yes
foreach_searchsorted_f32	ops_index	ElementwiseSch	yes
foreach_searchsorted_f16	ops_index	ElementwiseSch	yes
foreach_searchsorted_int32	ops_index	ElementwiseSch	yes
foreach_bucketize_f32	ops_index	ElementwiseSch	yes
foreach_bucketize_f16	ops_index	ElementwiseSch	yes
foreach_bucketize_int32	ops_index	ElementwiseSch	yes
foreach_one_hot_f32	ops_index	ElementwiseSch	yes
foreach_one_hot_f16	ops_index	ElementwiseSch	yes
foreach_one_hot_int32	ops_index	ElementwiseSch	yes
foreach_embedding_bag_f32	ops_index	ElementwiseSch	yes
foreach_embedding_bag_f16	ops_index	ElementwiseSch	yes
foreach_embedding_bag_int32	ops_index	ElementwiseSch	yes
foreach_cummax_f32	ops_index	ElementwiseSch	yes
foreach_cummax_f16	ops_index	ElementwiseSch	yes
foreach_cummax_int32	ops_index	ElementwiseSch	yes
foreach_cummin_f32	ops_index	ElementwiseSch	yes
foreach_cummin_f16	ops_index	ElementwiseSch	yes
foreach_cummin_int32	ops_index	ElementwiseSch	yes
foreach_scatter_nd_f32	ops_index	ElementwiseSch	yes
foreach_scatter_nd_f16	ops_index	ElementwiseSch	yes
foreach_scatter_nd_int32	ops_index	ElementwiseSch	yes
foreach_gather_nd_f32	ops_index	ElementwiseSch	yes
foreach_gather_nd_f16	ops_index	ElementwiseSch	yes
foreach_gather_nd_int32	ops_index	ElementwiseSch	yes
foreach_index_put_accumulate_f32	ops_index	ElementwiseSch	yes
foreach_index_put_accumulate_f16	ops_index	ElementwiseSch	yes
foreach_index_put_accumulate_int32	ops_index	ElementwiseSch	yes
foreach_take_along_axis_f32	ops_index	ElementwiseSch	yes
foreach_take_along_axis_f16	ops_index	ElementwiseSch	yes
foreach_take_along_axis_int32	ops_index	ElementwiseSch	yes
foreach_put_along_axis_f32	ops_index	ElementwiseSch	yes
foreach_put_along_axis_f16	ops_index	ElementwiseSch	yes
foreach_put_along_axis_int32	ops_index	ElementwiseSch	yes
foreach_bincount_f32	ops_index	ElementwiseSch	yes
foreach_bincount_f16	ops_index	ElementwiseSch	yes
foreach_bincount_int32	ops_index	ElementwiseSch	yes
foreach_scatter_max_f32	ops_index	ElementwiseSch	yes
foreach_scatter_max_f16	ops_index	ElementwiseSch	yes
foreach_scatter_max_int32	ops_index	ElementwiseSch	yes
foreach_scatter_min_f32	ops_index	ElementwiseSch	yes
foreach_scatter_min_f16	ops_index	ElementwiseSch	yes
foreach_scatter_min_int32	ops_index	ElementwiseSch	yes
foreach_gather_bf16	ops_index	ElementwiseSch	yes
foreach_scatter_bf16	ops_index	ElementwiseSch	yes
foreach_index_select_bf16	ops_index	ElementwiseSch	yes
foreach_where_bf16	ops_index	ElementwiseSch	yes
foreach_sort_bf16	ops_index	ElementwiseSch	yes
foreach_topk_bf16	ops_index	ElementwiseSch	yes
foreach_masked_fill_bf16	ops_index	ElementwiseSch	yes
foreach_masked_select_bf16	ops_index	ElementwiseSch	yes
foreach_sort_int64	ops_index	ElementwiseSch	yes
foreach_argsort_int64	ops_index	ElementwiseSch	yes
foreach_topk_int64	ops_index	ElementwiseSch	yes
foreach_unique_int64	ops_index	ElementwiseSch	yes
foreach_gather_int8	ops_index	ElementwiseSch	yes
foreach_scatter_int8	ops_index	ElementwiseSch	yes
foreach_scatter_add_bf16	ops_index	ElementwiseSch	yes
foreach_scatter_mul_bf16	ops_index	ElementwiseSch	yes
foreach_index_add_bf16	ops_index	ElementwiseSch	yes
foreach_index_copy_bf16	ops_index	ElementwiseSch	yes
